description,details,money,pub_name,rate,type
1500 word blog post,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.22
/word",the new yorker,0.22,word
1500 word blog post,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.20
/word",the new yorker,0.2,word
1800 word,Medium reporting,"$0.17
/word",the new yorker,0.17,word
1500 word,,"$0.20
/word",the new yorker,0.2,word
"~1500 word opinion, editorial, column or essay",,"$0.17
/word",the new yorker,0.17,word
600 word other,Little to no reporting; Cold pitch (no pre existing relationship),"$0.50
/word",the new yorker  daily shouts humor section,0.5,word
800 word fiction,Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.38
/word",the new yorker  daily shouts humor section,0.38,word
1400 word blog post,Medium reporting; Solicited pitch (editor asked you to pitch),"$0.21
/word",the new yorker  elements tech blog,0.21,word
~3500 word feature,,"$0.07
/word",the new yorker  elements tech blog,0.07,word
~750 word news story,Medium reporting; Solicited pitch (editor asked you to pitch),"$0.07
/word",the news hub,0.07,word
"~1500 word opinion, editorial, column or essay",Little to no reporting; Assignment (editor came to you),"$0.33
/word",the observerguardian,0.33,word
800 word fiction,Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.06
/word",the offing,0.06,word
1500 word,,"$0.53
/word",the open notebook,0.53,word
800 word news story,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.50
/word",the outline,0.5,word
2000 word profile or interview,Medium reporting; Assignment (editor came to you),"$0.33
/word",the outline,0.33,word
1200 word feature,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.21
/word",the outline,0.21,word
1700 word news story,Medium reporting; Assignment (editor came to you),"$0.50
/word",the outline,0.5,word
"~375 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.20
/word",the overcast,0.2,word
"1500 word criticism, review, or arts/entertainment coverage",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",the paris review,0.1,word
"~1500 word criticism, review, or arts/entertainment converage",Medium reporting; Assignment (editor came to you),"$0.07
/word",the paris review,0.07,word
"~3000 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.03
/word",the paris review,0.03,word
"1200 word opinion, editorial, column or essay",,"$0.08
/word",the paris review,0.08,word
1050 word blog post,Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the penny hoarder,0.07,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the penny hoarder,0.07,word
961 word blog post,Little to no reporting; Cold pitch (no pre existing relationship),"$0.08
/word",the penny hoarder,0.08,word
~750 word profile or interview,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",the picture professional,0.04,word
1000 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.23
/word",the pitch,0.23,word
1071 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.19
/word",the pitch,0.19,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.00
/word",the plaid zebra,0.0,word
~750 word news story,Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the plaid zebra,0.07,word
"~3000 word criticism, review, or arts/entertainment converage",Little to no reporting; Cold pitch (no pre existing relationship),"$0.17
/word",the point,0.17,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.10
/word",the progressive,0.1,word
1000 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.40
/word",the progressive,0.4,word
1000 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.10
/word",the progressive,0.1,word
1000 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.40
/word",the progressive,0.4,word
"800 word opinion, editorial, column or essay",,"$1.25
/word",the progressive,1.25,word
"1500 word criticism, review, or arts/entertainment coverage",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.09
/word",the quietus,0.09,word
3000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.00
/word",the quietus,0.0,word
1500 word,,"$0.03
/word",the raddington report,0.03,word
800 word feature,Medium reporting; Solicited pitch (editor asked you to pitch),"$0.00
/word",the raddington report,0.0,word
550 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.36
/word",the real deal los angeles,0.36,word
2200 word feature,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.07
/word",the rebel bulletin,0.07,word
4000 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.88
/word",the ringer,0.88,word
5000 word feature,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.50
/word",the ringer,0.5,word
6000 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.58
/word",the ringer,0.58,word
2300 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.50
/word",the ringer,0.5,word
"1200 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.04
/word",the riveter,0.04,word
"~1500 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.03
/word",the riveter,0.03,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.20
/word",the root,0.2,word
"800 word opinion, editorial, column or essay",Medium reporting; Cold pitch (no pre existing relationship),"$0.25
/word",the root,0.25,word
"1000 word criticism, review, or arts/entertainment coverage",Little to no reporting; Cold pitch (no pre existing relationship),"$0.00
/word",the rumpus,0.0,word
"~1500 word opinion, editorial, column or essay",,"$0.13
/word",the rumpus  letters in the mail,0.13,word
1000 word fiction,Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.05
/word",the rush magazine,0.05,word
700 word blog post,Medium reporting; Cold pitch (no pre existing relationship),"$0.43
/word",the salt npr food blog,0.43,word
"1000 word criticism, review, or arts/entertainment coverage",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.20
/word",the salt npr food blog,0.2,word
~700 word blog post,,"$0.29
/word",the salt npr food blog,0.29,word
~750 word fob,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.40
/word",the scientist,0.4,word
800 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.31
/word",the scientist,0.31,word
1000 word profile or interview,Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the slutist,0.07,word
3000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the smart set,0.07,word
2300 word feature,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.09
/word",the smart set,0.09,word
1000 word feature,Little to no reporting; Cold pitch (no pre existing relationship),"$0.13
/word",the stage,0.13,word
600 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.33
/word",the street,0.33,word
~750 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.33
/word",the street,0.33,word
2000 word fiction,Ongoing/pre existing relationship with editor or publication,"$0.25
/word",the sun,0.25,word
"~3000 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.20
/word",the sun,0.2,word
"~5000 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.20
/word",the sun,0.2,word
700 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.35
/word",the sunday times,0.35,word
3500 word feature,Heavy/Investigative reporting; Referral (you had a connection who connected you to the editor),"$0.46
/word",the surfers journal,0.46,word
700 word fob,Assignment (editor came to you),"$0.01
/word",the tempest,0.01,word
"600 word opinion, editorial, column or essay",Little to no reporting; Assignment (editor came to you),"$0.02
/word",the tempest,0.02,word
"450 word opinion, editorial, column or essay",Medium reporting; Referral (you had a connection who connected you to the editor),"$0.02
/word",the tempest,0.02,word
500 word,,"$0.02
/word",the tempest,0.02,word
500 word,,"$0.02
/word",the tempest,0.02,word
"600 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.02
/word",the tempest,0.02,word
"700 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.01
/word",the tempest,0.01,word
500 word,,"$0.02
/word",the tempest,0.02,word
"600 word opinion, editorial, column or essay",Cold pitch (no pre existing relationship),"$0.00
/word",the tempest,0.0,word
3600 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.50
/word",the texas observer,0.5,word
~3000 word feature,Heavy/Investigative reporting; Solicited pitch (editor asked you to pitch),"$0.31
/word",the texas observer,0.31,word
"~3000 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",the toast,0.07,word
"~3000 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.01
/word",the toast,0.01,word
~1500 word profile or interview,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.02
/word",the toast,0.02,word
"~3000 word opinion, editorial, column or essay",Medium reporting; Cold pitch (no pre existing relationship),"$0.02
/word",the toast,0.02,word
